customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalSpend,AvgChargesPerMonth,tenure_group
2388-LAESQ,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.85,8317.95,0,8269.199999999999,115.52708333333334,61+
5156-UMKOW,Female,0,0,1,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.65,90.05,0,88.94999999999999,30.016666666666666,0-12
0804-XBFBV,Female,0,0,1,11,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.2,321.05,0,277.2,29.186363636363637,0-12
0723-FDLAY,Male,0,0,0,44,1,1,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),85.25,3704.15,0,3751.0,84.18522727272727,25-48
7173-TETGO,Female,1,1,0,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),78.5,5602.25,0,5652.0,77.80902777777777,61+
5568-DMXZS,Female,0,0,0,8,1,0,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,65.45,554.45,0,523.6,69.30625,0-12
6976-BWGLQ,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.2,1787.35,0,1814.3999999999999,24.824305555555554,61+
2472-OVKUP,Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,1,546.0,88.5,0-12
7567-ECMCM,Male,0,0,0,24,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),79.85,2001.0,0,1916.3999999999999,83.375,13-24
7079-QRCBC,Female,0,0,0,24,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.75,2407.3,1,2370.0,100.30416666666667,13-24
1291-CUOCY,Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.6,7962.2,0,7963.2,110.58611111111111,61+
5921-NGYRH,Male,0,1,0,64,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.55,4764.0,0,4707.2,74.4375,61+
2773-MADBQ,Female,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,53.1,1901.25,0,1911.6000000000001,52.8125,25-48
8513-OLYGY,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.8,8332.15,0,8337.6,115.72430555555555,61+
9432-RUVSL,Female,0,0,0,48,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,4904.25,0,4920.0,102.171875,25-48
3489-VSFRD,Female,0,0,0,56,1,0,DSL,1,0,1,1,0,0,One year,1,Credit card (automatic),60.25,3282.75,0,3374.0,58.620535714285715,49-60
2656-TABEH,Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,1,400.8,105.05,0-12
4827-USJHP,Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,0,1036.0,51.1925,13-24
9824-QCJPK,Male,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,666.75,0,720.0,18.520833333333332,25-48
5837-LXSDN,Female,0,1,1,21,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.85,1215.45,0,1235.8500000000001,57.87857142857143,13-24
7272-QDCKA,Male,0,0,0,28,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Electronic check,100.2,2688.45,0,2805.6,96.01607142857142,25-48
0471-LVHGK,Male,0,1,0,41,1,1,DSL,0,0,1,0,1,1,One year,1,Electronic check,73.0,3001.2,1,2993.0,73.19999999999999,25-48
9504-YAZWB,Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,1048.45,0,1073.25,19.782075471698114,49-60
8060-HIWJJ,Male,0,0,0,64,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),86.55,5632.55,0,5539.2,88.00859375,61+
0036-IHMOT,Female,0,1,1,55,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.7,5656.75,0,5703.5,102.85,49-60
0017-DINOC,Male,0,0,0,54,0,0,DSL,1,0,0,1,1,0,Two year,0,Credit card (automatic),45.2,2460.55,0,2440.8,45.56574074074074,49-60
2362-IBOOY,Male,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.75,3050.15,1,3051.0,84.72638888888889,25-48
1661-CZBAU,Male,0,0,0,48,1,1,DSL,1,0,0,1,0,1,One year,1,Bank transfer (automatic),70.95,3629.2,0,3405.6000000000004,75.60833333333333,25-48
1481-ZUWZA,Male,0,0,0,28,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.5,2659.4,1,2646.0,94.97857142857143,25-48
3254-YRILK,Male,1,0,0,19,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.2,1775.8,1,1675.8,93.46315789473684,13-24
5965-GGPRW,Male,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),105.25,7609.75,0,7578.0,105.69097222222223,61+
2786-GCDPI,Female,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.95,5222.35,0,5247.5,104.447,49-60
1357-BIJKI,Male,0,1,0,50,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,4858.7,0,4912.5,97.17399999999999,49-60
6848-YLDFR,Male,0,1,1,58,1,0,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),75.2,4300.8,0,4361.6,74.15172413793104,49-60
4550-VBOFE,Male,1,1,0,70,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.95,7101.5,1,7206.5,101.45,61+
7379-POKDZ,Male,0,1,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,208.85,1,210.89999999999998,69.61666666666666,0-12
5537-UXXVS,Female,0,1,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.25,375.25,0,385.0,18.7625,13-24
4672-FOTSD,Male,0,0,0,12,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,67.25,832.3,0,807.0,69.35833333333333,0-12
9061-TIHDA,Male,1,1,0,13,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,1233.65,1,1238.25,94.89615384615385,13-24
5138-WVKYJ,Male,0,0,0,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,98.55,1008.55,1,985.5,100.85499999999999,0-12
1169-WCVAK,Male,0,1,0,19,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),88.8,1672.35,0,1687.2,88.01842105263158,13-24
4254-QPEDE,Female,0,1,0,52,0,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),66.25,3330.1,0,3445.0,64.04038461538461,49-60
7113-HIPFI,Male,0,1,1,66,1,0,DSL,1,1,1,1,0,0,Two year,0,Mailed check,65.85,4097.05,0,4346.099999999999,62.07651515151515,61+
7048-GXDAY,Male,0,0,0,39,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,106.4,4040.65,0,4149.6,103.60641025641026,25-48
2595-KIWPV,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,509.3,0,531.9,18.862962962962964,25-48
9443-JUBUO,Male,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.25,4478.85,0,4698.0,62.206250000000004,61+
3908-MKIMJ,Male,1,1,0,68,0,0,DSL,1,1,1,0,0,0,Two year,1,Electronic check,41.95,2965.75,0,2852.6000000000004,43.6139705882353,61+
8450-UYIBU,Female,1,0,0,35,0,0,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,39.85,1434.6,0,1394.75,40.988571428571426,25-48
0014-BMAQU,Male,0,1,0,63,1,1,Fiber optic,1,0,0,1,0,0,Two year,1,Credit card (automatic),84.65,5377.8,0,5332.950000000001,85.36190476190477,61+
2565-JSLRY,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,1,24.05,24.05,0-12
4020-KIUDI,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,138.85,0,119.10000000000001,23.141666666666666,0-12
9076-AXYIK,Male,1,1,0,64,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,102.1,6538.45,0,6534.4,102.16328125,61+
8592-PLTMQ,Female,0,0,0,64,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.7,1642.75,0,1580.8,25.66796875,61+
0871-URUWO,Male,0,1,0,13,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),102.25,1359.0,1,1329.25,104.53846153846153,13-24
3902-FOIGH,Male,1,1,0,12,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.35,1218.55,1,1216.1999999999998,101.54583333333333,0-12
8845-LWKGE,Female,0,1,1,30,1,0,DSL,0,0,1,1,1,0,One year,1,Electronic check,64.5,1985.15,0,1935.0,66.17166666666667,25-48
1449-XQEMT,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.8,58.15,1,59.400000000000006,19.383333333333333,0-12
4201-JMNGR,Female,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1,55.8,55.8,0-12
3148-AOIQT,Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1718.35,0,1721.55,24.903623188405795,61+
5816-JMLGY,Female,0,1,1,70,1,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.4,5717.85,0,5628.0,81.68357142857144,61+
8073-IJDCM,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,20.3,1,20.3,20.3,0-12
6350-XFYGW,Male,1,0,0,4,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.75,422.4,0,379.0,105.6,0-12
9675-ICXCT,Male,0,1,1,72,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,80.8,5728.55,0,5817.599999999999,79.56319444444445,61+
1304-SEGFY,Female,0,1,0,72,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,97.85,6841.3,0,7045.2,95.01805555555556,61+
3668-QPYBK,Male,0,0,0,2,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,53.85,108.15,1,107.7,54.075,0-12
9214-EKVXR,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.0,44.0,0,44.0,44.0,0-12
1423-BMPBQ,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.0,19.0,0,19.0,19.0,0-12
3865-YIOTT,Male,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),106.1,7848.5,0,7639.2,109.00694444444444,61+
7964-YESJC,Female,0,1,0,24,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,66.3,1559.45,0,1591.1999999999998,64.97708333333334,13-24
5336-UFNZP,Female,1,1,1,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,107.45,7047.5,0,6984.25,108.42307692307692,61+
8541-QVFKM,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,632.2,0,588.0,79.025,0-12
7398-HPYZQ,Male,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),90.55,6404.0,0,6429.05,90.19718309859155,61+
8708-XPXHZ,Female,0,1,1,42,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.2,4186.3,1,3956.4,99.67380952380952,25-48
8552-OBVRU,Female,1,1,1,48,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,104.5,5068.05,0,5016.0,105.58437500000001,25-48
4063-EIKNQ,Male,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,267.35,0,230.45,24.30454545454546,0-12
3842-QTGDL,Male,0,1,0,16,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,0,1292.0,82.58125,13-24
4931-TRZWN,Female,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,0,935.35,71.06538461538462,13-24
6621-YOBKI,Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,92.75,0,101.75,18.55,0-12
9158-VCTQB,Female,0,1,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,1,4657.599999999999,112.07195121951219,25-48
5939-XAIXZ,Female,0,0,0,19,1,1,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,56.1,1033.9,0,1065.9,54.415789473684214,13-24
8605-ITULD,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,0,19.55,19.55,0-12
4187-CINZD,Female,1,0,0,46,1,0,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),95.25,4424.2,1,4381.5,96.17826086956521,25-48
7853-WNZSY,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.75,19.75,0,19.75,19.75,0-12
6131-JLWZM,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,275.4,0,263.90000000000003,21.184615384615384,13-24
5656-MJEFC,Male,0,1,1,42,0,0,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),48.15,2032.3,0,2022.3,48.38809523809524,25-48
7703-ZEKEF,Male,0,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.0,1917.1,1,1863.0,83.35217391304347,13-24
5469-NUJUR,Male,0,0,0,19,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,373.5,0,379.05,19.657894736842106,13-24
4299-SIMNS,Male,0,0,0,9,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.15,784.45,0,730.35,87.16111111111111,0-12
2108-XWMPY,Male,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.45,106.85,1,106.35000000000001,35.61666666666667,0-12
6992-TKNYO,Male,0,1,0,38,1,1,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),69.0,2669.45,0,2622.0,70.2486842105263,25-48
0067-DKWBL,Male,1,0,0,2,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.25,91.1,1,98.5,45.55,0-12
2324-EFHVG,Male,0,0,0,64,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.4,6692.65,0,6681.6,104.57265625,61+
9381-NDKME,Female,1,1,0,24,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),40.65,933.3,1,975.5999999999999,38.887499999999996,13-24
5619-XZZKR,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,68.2,0,79.8,17.05,0-12
4291-YZODP,Female,0,0,1,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,96.8,0,140.35,13.828571428571427,0-12
0374-AACSZ,Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.15,50.15,0,50.15,50.15,0-12
9924-JPRMC,Male,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.2,8547.15,0,8510.4,118.71041666666666,61+
5353-WILCI,Female,0,0,0,28,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.05,1522.65,0,1569.3999999999999,54.38035714285714,25-48
9420-LOJKX,Female,0,0,0,15,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.1,1426.4,1,1486.5,95.09333333333333,13-24
9473-CBZOP,Female,0,0,0,28,1,1,DSL,1,0,1,0,0,0,One year,0,Mailed check,59.0,1654.45,0,1652.0,59.0875,25-48
0708-LGSMF,Male,0,1,0,13,1,1,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,65.85,902.25,0,856.05,69.40384615384616,13-24
5504-WSIUR,Female,0,0,0,70,1,1,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),90.25,6385.95,0,6317.5,91.22785714285715,61+
8752-IMQOS,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,85.1,0,100.5,17.02,0-12
6030-REHUX,Female,1,1,0,28,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,110.85,3204.4,0,3103.7999999999997,114.44285714285715,25-48
7337-CINUD,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.5,159.35,0,156.0,19.91875,0-12
2604-XVDAM,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,540.95,0,525.5999999999999,45.07916666666667,0-12
4318-RAJVY,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.8,198.25,0,198.0,19.825,0-12
0475-RIJEP,Male,0,0,0,43,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,77.85,3365.85,1,3347.5499999999997,78.27558139534884,25-48
2012-NWRPA,Female,1,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.55,1131.2,1,1095.05,102.83636363636364,0-12
4176-RELJR,Male,1,0,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,1672.15,0,1681.7,24.957462686567165,61+
4837-QUSFT,Female,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,6643.5,0,6509.75,102.20769230769231,61+
6051-PTVNS,Female,0,1,1,55,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.15,998.1,0,1053.25,18.14727272727273,49-60
7128-GGCNO,Male,0,0,0,46,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),72.8,3249.4,0,3348.7999999999997,70.63913043478261,25-48
6101-IMRMM,Male,0,0,1,6,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,94.5,575.45,1,567.0,95.90833333333335,0-12
4832-VRBMR,Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,6792.45,0,6704.75,104.49923076923076,61+
7954-MLBUN,Male,0,0,0,31,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),99.45,3109.9,0,3082.9500000000003,100.31935483870969,25-48
6876-ADESB,Male,0,0,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.95,48.95,1,48.95,48.95,0-12
1755-RMCXH,Male,0,1,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,40.25,0,40.6,20.125,0-12
6598-KELSS,Male,0,0,1,50,0,0,DSL,1,1,0,0,1,0,One year,1,Bank transfer (automatic),43.05,2208.05,0,2152.5,44.161,49-60
5081-NWSUP,Female,0,0,0,10,1,0,DSL,0,1,0,1,0,1,One year,0,Mailed check,64.9,685.55,0,649.0,68.55499999999999,0-12
7544-ZVIKX,Male,0,1,1,58,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),105.05,6004.85,0,6092.9,103.53189655172415,49-60
0749-IRGQE,Female,1,1,0,13,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,45.3,528.45,0,588.9,40.650000000000006,13-24
7184-LRUUR,Female,0,0,0,22,1,0,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),65.25,1441.8,0,1435.5,65.53636363636363,13-24
7109-CQYUZ,Male,0,0,0,52,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,89.25,4652.4,0,4641.0,89.46923076923076,49-60
7216-KAOID,Male,0,1,1,41,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.5,798.2,0,799.5,19.46829268292683,25-48
1987-AUELQ,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1873.7,0,1778.55,26.390140845070423,61+
1399-OUPJN,Female,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1272.05,0,1125.75,22.316666666666666,49-60
6281-FKEWS,Female,0,0,0,44,0,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,49.05,2265.0,0,2158.2,51.47727272727273,25-48
1697-LYYYX,Female,0,1,1,61,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.1,1143.8,0,1165.1000000000001,18.750819672131147,61+
7602-MVRMB,Female,0,1,1,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),110.45,8058.85,0,7952.400000000001,111.92847222222223,61+
6849-WLEYG,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,19.75,1,19.75,19.75,0-12
3779-OSWCF,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),93.2,6506.15,0,6617.2,91.63591549295774,61+
8465-SBRXP,Male,0,1,1,38,1,1,Fiber optic,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),94.9,3616.25,0,3606.2000000000003,95.16447368421052,25-48
0853-NWIFK,Female,0,0,0,45,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,100.3,4483.95,0,4513.5,99.64333333333333,25-48
2293-IJWPS,Female,0,1,0,57,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.75,5985.0,0,5742.75,105.0,49-60
2890-WFBHU,Female,0,0,0,59,1,1,DSL,1,1,1,1,0,1,One year,0,Credit card (automatic),79.85,4786.1,0,4711.15,81.12033898305086,49-60
4849-PYRLQ,Female,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,4054.2,0,4102.0,72.39642857142857,49-60
2586-CWXVV,Male,0,1,0,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.4,1621.35,0,1641.6,30.025,49-60
1431-CYWMH,Female,0,1,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.05,454.05,0,419.1,20.638636363636365,13-24
8800-ZKRFW,Female,0,1,1,30,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.5,3242.5,0,3225.0,108.08333333333333,25-48
5171-EPLKN,Male,0,0,0,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,470.0,0,535.95,17.40740740740741,25-48
8120-JDCAM,Male,0,1,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.55,284.9,0,278.2,71.225,0-12
7410-OIEDU,Male,0,0,0,10,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Mailed check,79.85,887.35,0,798.5,88.735,0-12
8485-GJCDN,Female,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.05,318.5,1,345.25,63.7,0-12
5095-AESKG,Female,0,1,0,3,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.95,1,274.5,80.98333333333333,0-12
3258-ZKPAI,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.6,8337.45,0,8395.199999999999,115.79791666666668,61+
4919-MOAVT,Male,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,1,208.95000000000002,73.36666666666666,0-12
2208-MPXIO,Female,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.0,886.4,0,900.0,19.697777777777777,25-48
8220-OCUFY,Female,0,0,0,21,1,0,DSL,1,0,1,1,0,0,One year,1,Electronic check,60.25,1258.35,0,1265.25,59.921428571428564,13-24
8164-OCKUJ,Female,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.6,1286.0,0,1215.4,21.796610169491526,49-60
4585-HETAI,Female,0,1,1,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,325.45,1,295.0,81.3625,0-12
8861-HGGKB,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.45,830.85,1,864.5,83.08500000000001,0-12
8614-VGMMV,Female,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.1,679.55,1,736.5,45.30333333333333,13-24
8314-DPQHL,Male,0,0,0,9,0,0,DSL,1,0,1,1,0,1,One year,0,Mailed check,50.8,463.6,0,457.2,51.51111111111111,0-12
1116-FRYVH,Female,0,1,1,48,0,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,39.4,1978.65,0,1891.1999999999998,41.221875000000004,25-48
0114-RSRRW,Female,0,1,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.95,187.75,0,199.5,18.775,0-12
9351-LZYGF,Female,0,1,0,42,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),66.4,2727.8,0,2788.8,64.94761904761906,25-48
6907-NZZIJ,Female,0,0,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,3615.6,1,3569.4,100.43333333333334,25-48
8514-VZHEB,Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.5,1147.85,0,1150.5,19.45508474576271,49-60
7771-CFQRQ,Female,0,1,1,47,1,0,DSL,0,1,0,1,0,1,Two year,0,Bank transfer (automatic),63.8,3007.25,0,2998.6,63.984042553191486,25-48
9780-FKVVF,Male,0,0,0,6,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.15,336.7,0,354.9,56.11666666666667,0-12
4525-VZCZG,Male,0,0,1,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Electronic check,105.85,5826.65,0,5715.9,107.90092592592592,49-60
4718-WXBGI,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.95,6614.9,0,6620.400000000001,91.8736111111111,61+
9714-EDSUC,Male,0,0,0,4,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Mailed check,94.9,360.55,0,379.6,90.1375,0-12
8631-NBHFZ,Male,1,1,1,66,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.4,5154.6,1,5240.400000000001,78.10000000000001,61+
5419-JKZNQ,Male,1,1,0,30,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,77.9,2351.45,0,2337.0,78.38166666666666,25-48
2978-XXSOG,Female,0,0,0,22,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,59.05,1253.5,0,1299.1,56.97727272727273,13-24
